"host_total_listings_count","room_type","latitude","longitude","bathrooms","bedrooms","beds","price","security_deposit","cleaning_fee","availability_365","number_of_reviews"
1,"Private room",42.3191810383154,-71.0565962982152,1,1,1,271,1,48,0,5
3,"Entire home/apt",42.3527268376756,-71.0819361907127,1,0,1,26,1,35,318,138
5,"Entire home/apt",42.2927165244735,-71.06668613787,3,5,5,272,49,1,139,0
3,"Private room",42.3162644724221,-71.0922225191379,1.5,1,1,217,1,87,125,7
8,"Entire home/apt",42.3535794953243,-71.077797884061,1,1,1,13,7,36,278,1
982,"Entire home/apt",42.328610755828,-71.1113204650741,2,2,1,83,2,4,335,0
1,"Entire home/apt",42.3838241390239,-71.0676690427265,3,3,3,300,1,1,0,0
3,"Entire home/apt",42.3742440679845,-71.0641960753023,1,1,2,326,27,88,317,33
1,"Private room",42.3098383527525,-71.1075240015578,1,1,1,335,2,61,1,69
505,"Entire home/apt",42.3463608082026,-71.0799442242295,1,2,3,253,2,17,315,1
2,"Entire home/apt",42.350752800026,-71.0625951977853,1,3,3,184,49,113,169,12
1,"Entire home/apt",42.3390999366165,-71.0805557382492,1,2,2,55,8,97,0,0
4,"Private room",42.2822816265704,-71.116817474582,1,1,1,271,1,1,309,12
13,"Private room",42.3081800117528,-71.0654063180007,2,1,2,301,18,82,310,1
1,"Entire home/apt",42.3671603658504,-71.0527347428152,1,1,1,57,2,67,156,29
1,"Entire home/apt",42.3494244772635,-71.0634129683402,1,1,1,42,1,55,0,7
1,"Private room",42.3458056935754,-71.0847707546469,1,1,1,290,8,1,0,2
1,"Entire home/apt",42.3428121741116,-71.0977477894277,1,1,2,130,34,82,62,41
339,"Entire home/apt",42.3516383838816,-71.062148069686,2,2,3,238,1,4,86,24
1,"Entire home/apt",42.3510044990013,-71.084977741058,1,1,2,188,34,97,67,1
1,"Entire home/apt",42.3761118193111,-71.0501805578648,1,1,1,35,8,108,157,32
2,"Private room",42.3356946886151,-71.0512674036217,1.5,1,1,37,8,1,144,156
3,"Private room",42.2984714352332,-71.110658085368,1,1,1,346,1,1,24,128
630,"Entire home/apt",42.3455598833845,-71.0633769500026,1,2,2,66,45,11,0,39
8,"Private room",42.3493804435219,-71.0792637860665,1.5,1,1,57,1,61,282,83
1,"Private room",42.345963734371,-71.0886726692943,1,1,2,8,1,1,0,1
18,"Entire home/apt",42.3595568177442,-71.0558312389768,1,1,3,54,24,74,0,74
1,"Entire home/apt",42.3390875064564,-71.0486735120457,2,2,2,145,24,97,0,6
1,"Entire home/apt",42.3505410033315,-71.0825116647935,1,1,1,97,1,1,0,4
8,"Private room",42.349718072398,-71.0813641062487,1,1,1,57,1,35,134,6
2,"Entire home/apt",42.3099065452631,-71.1182508889943,2.5,5,5,218,1,1,0,0
15,"Private room",42.3194661373153,-71.053277814775,1,1,1,301,1,4,355,6
982,"Entire home/apt",42.3436217174761,-71.0979707590268,1,1,1,56,1,4,357,4
630,"Entire home/apt",42.3580976430819,-71.0549079445449,2,2,2,107,45,21,67,23
5,"Private room",42.3367950181441,-71.0764875416649,1.5,1,1,32,18,89,342,43
1,"Entire home/apt",42.3345524644674,-71.1024898674865,1,0,1,359,1,1,0,3
3,"Private room",42.2995629164442,-71.1128394461721,1,1,1,346,1,1,8,30
1,"Private room",42.29620501045,-71.0489432176113,1,1,1,310,1,1,0,13
2,"Private room",42.2846337809722,-71.060075973105,1.5,1,1,8,1,35,62,1
1,"Private room",42.3420573748055,-71.0863337076401,1,1,1,27,1,55,273,125
1,"Private room",42.3145196100817,-71.1055868927773,1,1,2,27,1,1,46,87
364,"Entire home/apt",42.3430712935453,-71.1000554435706,2,2,2,336,1,4,355,0
1,"Entire home/apt",42.3525116065593,-71.0798944516168,1,1,2,235,1,1,0,0
1,"Private room",42.3245109810448,-71.0643793550283,1,1,1,319,1,1,177,0
1,"Entire home/apt",42.3607148758312,-71.0654760827963,1,1,1,67,8,67,10,1
1,"Entire home/apt",42.3644472757435,-71.0528225032136,1,2,2,23,1,1,0,0
15,"Private room",42.3501255269963,-71.1331974019484,2,1,1,360,1,101,345,9
2,"Private room",42.3147446828067,-71.098484284903,1,1,1,8,1,1,340,35
1,"Entire home/apt",42.3388903367283,-71.0497803325115,2,3,5,231,34,113,329,0
1,"Entire home/apt",42.3299821777235,-71.056171283718,1,2,2,95,27,97,154,169
1,"Entire home/apt",42.3075088092131,-71.11272474122,1,2,3,110,8,4,279,0
1,"Private room",42.3300481790259,-71.0985268977249,2,1,1,334,1,1,0,5
364,"Entire home/apt",42.3451639722484,-71.0991013632082,2,2,2,78,2,4,342,0
1,"Entire home/apt",42.3396495961643,-71.0462509376445,1,1,2,110,1,1,0,1
6,"Entire home/apt",42.3534811298628,-71.1364555845715,2,3,3,199,24,36,355,0
1,"Entire home/apt",42.3379010441256,-71.0762376659486,1,1,1,188,1,55,307,4
1,"Entire home/apt",42.3249571643929,-71.0787108000834,1,1,2,32,24,4,0,0
30,"Private room",42.3588493345898,-71.1406098282041,1,1,1,307,1,74,123,11
982,"Entire home/apt",42.3443317272254,-71.1009760744709,1,1,1,33,1,4,357,3
85,"Entire home/apt",42.3441859314255,-71.0760851701464,1,0,1,110,1,89,89,16
1,"Entire home/apt",42.3504266492798,-71.0692944824472,1,1,1,247,1,1,86,0
4,"Entire home/apt",42.3563457534803,-71.0613794764963,1,2,2,170,34,4,143,99
1,"Private room",42.3829648118714,-71.0790970781706,1,1,1,348,2,35,295,75
4,"Entire home/apt",42.3587303844091,-71.0690822116984,1,1,2,66,1,67,61,36
1,"Entire home/apt",42.3651013723981,-71.0544014540893,2,2,2,147,2,113,75,16
1,"Entire home/apt",42.3624027264865,-71.1347772857737,3,4,4,107,45,36,0,3
630,"Entire home/apt",42.3512666672577,-71.0619027441564,2,2,2,66,45,11,110,18
2,"Entire home/apt",42.3378922830437,-71.1563149707193,1,0,1,27,14,82,0,20
2,"Entire home/apt",42.3187828803755,-71.0525095862682,1.5,2,2,106,49,88,0,1
7,"Entire home/apt",42.3706668873882,-71.0599916985085,1,1,2,152,1,1,176,2
6,"Private room",42.3806093625526,-71.0270633803459,1,1,1,1,8,74,336,4
4,"Entire home/apt",42.360776233547,-71.0649287356046,1,1,2,87,24,51,0,32
1,"Entire home/apt",42.3470004263336,-71.1379822446466,1,2,3,98,34,89,55,20
15,"Shared room",42.3503394545807,-71.1337913496195,2,1,1,8,1,4,362,1
3,"Entire home/apt",42.3637360603552,-71.0571713163633,1,1,3,125,14,101,151,23
1,"Private room",42.3796330294562,-71.0619158818448,1,1,1,334,2,61,332,77
17,"Entire home/apt",42.3235490514808,-71.094461673904,3,5,10,320,1,54,332,78
982,"Entire home/apt",42.3323357934729,-71.1124765683035,2,3,3,103,2,4,360,0
2,"Entire home/apt",42.2739285415841,-71.1710681736833,1,2,1,110,54,36,364,0
2,"Entire home/apt",42.2968435381403,-71.115731251249,1,2,2,67,2,35,4,4
1,"Entire home/apt",42.3764571407093,-71.0506996544408,3.5,4,6,5,22,62,365,6
3,"Private room",42.3406557862691,-71.0511663202631,1,1,1,8,8,35,4,54
1,"Entire home/apt",42.3653015691291,-71.0683104649825,1,1,1,47,2,88,323,3
3,"Entire home/apt",42.3391426566041,-71.0797899767288,1,1,2,334,1,88,225,105
630,"Entire home/apt",42.3473718016147,-71.1052620877586,1,1,2,347,45,10,75,16
1,"Private room",42.3218418854311,-71.0924428172941,1.5,1,1,322,1,3,344,63
982,"Entire home/apt",42.3285383239442,-71.1108673429549,1,1,1,47,2,4,360,0
9,"Private room",42.3664370318197,-71.038381389893,3,1,1,187,1,81,116,52
2,"Private room",42.3457055785139,-71.0895242420943,1,1,1,301,1,35,110,20
2,"Private room",42.2858257756197,-71.0671387378088,1,1,1,246,2,35,54,40
4,"Entire home/apt",42.3273955172443,-71.0965618965512,1,1,3,36,14,55,159,24
1,"Private room",42.2589358752338,-71.1188704309409,1.5,1,2,286,1,81,338,192
1,"Private room",42.3115824297342,-71.1117082262052,2,1,1,57,1,1,0,0
1,"Private room",42.3530247119021,-71.0639361039031,1,1,1,328,1,55,149,5
8,"Entire home/apt",42.3783877488679,-71.0325060009538,1,0,2,56,8,74,355,15
364,"Entire home/apt",42.3318452888045,-71.1113195198825,2,2,2,93,2,4,346,0
1,"Private room",42.3665498539088,-71.0337563601469,1,1,1,301,1,55,215,26
1,"Entire home/apt",42.3003838122439,-71.0513359741869,2,4,3,218,3,19,339,1
40,"Private room",42.3360590346172,-71.0459243824908,5,1,1,355,24,1,351,5
14,"Private room",42.369479926446,-71.0362596070171,1,1,1,335,1,81,0,145
1,"Private room",42.3464138588702,-71.1373730844152,1,1,1,271,1,81,0,2
2,"Private room",42.3173747218106,-71.0564135699284,1,1,1,146,1,1,279,1
2,"Private room",42.3068030961298,-71.0819616699973,1,1,1,286,1,1,278,31
1,"Entire home/apt",42.3024868310191,-71.1133137285182,1,1,1,93,1,1,0,0
4,"Entire home/apt",42.3444553280411,-71.0741117441485,1,0,1,52,1,82,192,63
2,"Entire home/apt",42.3590837820759,-71.0677417631935,1,2,2,140,1,108,343,14
2,"Entire home/apt",42.3240176253171,-71.1088507299108,1,2,3,83,2,101,338,9
1,"Private room",42.315099389851,-71.1110789713712,1,1,1,355,1,1,314,62
2,"Private room",42.3121759060658,-71.1047324363575,1,1,1,335,1,1,300,6
1,"Private room",42.3142866176527,-71.0647303052075,1,2,2,335,1,1,128,44
339,"Entire home/apt",42.3502382416095,-71.0612620484988,2,2,3,193,1,4,177,0
1,"Private room",42.3508585251361,-71.1322286475551,1,1,1,258,1,3,0,2
85,"Entire home/apt",42.3434380669027,-71.0768835594628,1,0,1,110,2,89,63,30
1,"Entire home/apt",42.3440211698336,-71.1453353630951,1,1,2,37,34,3,43,2
12,"Entire home/apt",42.2983895187652,-71.0593116477468,1.5,4,5,269,14,36,338,21
1,"Private room",42.3587795246801,-71.0523962415401,1,1,2,247,1,1,1,2
2,"Entire home/apt",42.3063713204427,-71.1135071740169,1,2,1,78,27,74,0,44
26,"Entire home/apt",42.3548143202688,-71.0746523547689,1,2,2,82,1,1,334,35
982,"Entire home/apt",42.3459360472483,-71.0797046489665,3,1,1,125,1,4,360,0
11,"Entire home/apt",42.3141850545613,-71.0600071491021,2,5,4,83,27,56,117,36
2,"Private room",42.3513516320811,-71.1685877736026,1.5,1,2,32,1,1,278,3
1,"Private room",42.2973110051758,-71.1112026322776,1,1,1,17,1,1,157,37
5,"Private room",42.324525595487,-71.106046764312,1,1,1,316,2,35,51,0
1,"Entire home/apt",42.3208093924307,-71.1073026602394,1,1,1,342,2,61,7,89
982,"Entire home/apt",42.343876810753,-71.101609416486,1,1,1,46,1,4,360,2
14,"Private room",42.372313937046,-71.0372264814731,1,1,1,301,1,81,38,47
13,"Private room",42.3178892649495,-71.0564855736214,1,1,1,326,27,70,237,2
1,"Entire home/apt",42.3544366264315,-71.1488738365699,1,1,2,110,49,1,0,0
1,"Entire home/apt",42.3087172088575,-71.1105177566229,2,3,4,181,1,1,351,1
57,"Entire home/apt",42.3578332737254,-71.0550658488574,1,2,2,163,1,104,205,2
1,"Private room",42.2859815609008,-71.1128903650117,1,1,2,348,1,1,160,2
1,"Private room",42.3010102954739,-71.0747940008432,0,1,1,326,1,1,365,0
1,"Entire home/apt",42.324985966291,-71.105494962002,1,2,1,355,1,1,0,0
79,"Entire home/apt",42.3480775267699,-71.0858576830681,1,1,1,72,51,101,120,3
1,"Entire home/apt",42.3780628938877,-71.0326119991998,1,1,1,326,1,74,0,0
8,"Private room",42.3827803143788,-71.0771167483938,1.5,1,1,360,8,1,79,5
1,"Entire home/apt",42.3396605420696,-71.0675379322824,1,2,1,218,1,1,0,0
1,"Private room",42.3369901752419,-71.139537044036,1,1,1,326,2,55,152,19
1,"Entire home/apt",42.3496155040965,-71.0476443943182,1,1,1,45,49,101,67,32
1,"Entire home/apt",42.275186739859,-71.0687016774182,1,3,4,103,12,82,327,11
85,"Entire home/apt",42.3495097926172,-71.082050495123,1,0,1,110,2,89,90,15
2,"Private room",42.2966614154129,-71.1560398338741,1,1,1,348,59,67,365,2
1,"Shared room",42.3510568891477,-71.1359343709193,2,1,1,187,8,3,52,1
4,"Shared room",42.3353659478238,-71.055357680963,1,1,1,326,8,3,79,39
1,"Entire home/apt",42.3686139965501,-71.0376426112463,1,1,1,34,14,70,0,24
3,"Private room",42.355293753017,-71.1603253866797,3,1,1,258,1,61,346,21
9,"Entire home/apt",42.3648040809364,-71.0537714783205,1,2,3,97,2,113,249,0
2,"Private room",42.3640692043684,-71.028967405499,1,1,1,12,1,55,150,107
60,"Entire home/apt",42.3595466185851,-71.0680936517736,2,3,3,66,24,113,38,47
1,"Entire home/apt",42.2981603266296,-71.1115300303772,1,2,2,26,1,56,0,2
1,"Private room",42.3436561263767,-71.1468923205907,1,1,1,282,1,1,299,7
1,"Entire home/apt",42.3329575785818,-71.1001005250145,1,5,4,8,1,1,0,0
1,"Private room",42.3367604581547,-71.0757618864926,1,1,1,347,1,81,0,16
1,"Private room",42.2638287044719,-71.1566415304204,1,0,1,271,1,1,0,0
3,"Private room",42.3062480319579,-71.1089083672652,1,1,1,32,24,67,365,0
85,"Entire home/apt",42.3450280302653,-71.0766632660836,1,0,1,110,1,89,139,17
4,"Private room",42.3563433412558,-71.149548200688,1.5,1,1,310,1,61,207,83
1,"Entire home/apt",42.3214466736676,-71.0558224139546,1,2,2,352,24,82,2,1
1,"Private room",42.3154995302651,-71.1170656248862,1,1,1,310,1,3,0,2
982,"Entire home/apt",42.3434023772613,-71.0994547828142,2,2,2,85,1,4,360,0
37,"Entire home/apt",42.3701869286034,-71.0415695261364,1.5,3,3,167,1,1,3,4
2,"Entire home/apt",42.3570176403251,-71.0551815775457,2,2,2,244,1,36,320,21
4,"Private room",42.3091138430404,-71.0469837904034,1,1,1,326,1,1,109,41
11,"Entire home/apt",42.3406693429708,-71.076899170059,1,0,1,83,1,24,335,46
40,"Entire home/apt",42.3490116284559,-71.0855437615967,1,1,2,103,49,9,320,4
1,"Entire home/apt",42.3587851185353,-71.0675259501112,1,1,1,243,1,1,0,0
1,"Entire home/apt",42.3332433117814,-71.0419997435975,3.5,4,4,287,49,4,41,4
58,"Entire home/apt",42.3475742147075,-71.0387942778721,1,1,1,174,1,1,72,0
630,"Entire home/apt",42.3652366363344,-71.0570737238182,1,1,1,36,45,112,103,3
3,"Private room",42.3339570035345,-71.1022982838798,1,1,1,319,1,1,127,34
26,"Entire home/apt",42.3550344771493,-71.0737364410998,2,3,3,206,1,1,311,34
2,"Entire home/apt",42.334843701436,-71.0499502454678,1,1,1,47,1,55,21,27
2,"Private room",42.2918236975514,-71.0637239610302,1,1,1,8,1,1,131,52
1,"Entire home/apt",42.3112124193362,-71.1119117875988,2,1,1,110,49,97,4,5
8,"Entire home/apt",42.3538077098961,-71.078814187121,1,0,1,348,3,36,6,4
57,"Entire home/apt",42.3579504368635,-71.0549562671228,1,1,1,130,1,93,161,1
2,"Entire home/apt",42.3108619368228,-71.0992232749341,1,2,2,88,38,97,156,77
3,"Entire home/apt",42.3574111744054,-71.0712878898522,1,0,1,47,1,1,0,65
982,"Entire home/apt",42.3447273750912,-71.0998124731248,1,1,1,36,1,4,345,0
1,"Private room",42.3420347122069,-71.0725641864423,1,1,1,88,1,1,0,0
1,"Entire home/apt",42.3580069249708,-71.0666199001994,1,1,2,199,1,1,69,0
40,"Entire home/apt",42.3540893455199,-71.0613897394929,1,0,1,40,49,2,116,2
11,"Entire home/apt",42.3467751732234,-71.1512307570318,1,3,9,107,1,88,80,1
5,"Entire home/apt",42.3286304920063,-71.0890827972241,1,1,5,8,27,108,203,27
630,"Entire home/apt",42.362750082466,-71.1297622550589,2,2,2,36,45,24,106,6
15,"Private room",42.3502255882463,-71.1344380823394,2,1,1,360,1,101,345,4
3,"Private room",42.2772577349867,-71.1606218398369,1,1,1,319,1,1,9,1
3,"Private room",42.3108935763845,-71.1224391602849,1,1,2,322,1,35,43,29
1,"Entire home/apt",42.3324878868712,-71.0401310214955,1,1,2,130,34,82,78,0
2,"Private room",42.3357897243023,-71.0754108506351,1,0,1,98,20,97,0,0
4,"Private room",42.313421500804,-71.1071186033004,2,1,1,319,1,61,0,10
3,"Entire home/apt",42.2894498038401,-71.1297171948101,2,2,3,110,49,97,355,1
2,"Private room",42.3523670893204,-71.1309763918509,1,1,1,160,1,1,0,0
630,"Entire home/apt",42.3514991301614,-71.0665021543789,1,1,1,360,45,113,89,1
4,"Entire home/apt",42.346718240758,-71.0878550755451,1,1,1,130,2,4,67,11
1,"Entire home/apt",42.335055699222,-71.0407859005904,1,2,2,57,1,1,0,23
26,"Entire home/apt",42.3400617094829,-71.1452935850348,1,1,2,57,49,12,49,0
4,"Private room",42.2865768290183,-71.1355364543396,1.5,2,3,47,2,67,259,10
1,"Entire home/apt",42.3583774946651,-71.1420525341881,1,3,3,61,34,97,145,4
1,"Private room",42.3033710661494,-71.1150073121884,1,1,1,271,8,55,104,47
1,"Private room",42.3479883989104,-71.1393913758285,1,1,1,301,1,1,0,2
60,"Entire home/apt",42.3592781274993,-71.0699617029607,2,2,2,56,14,101,30,58
2,"Entire home/apt",42.350800559779,-71.057712157156,1,3,2,161,1,82,0,3
2,"Private room",42.3422925935953,-71.1513154559432,1,1,3,271,1,3,0,23
505,"Entire home/apt",42.3625321558764,-71.0651038521957,2,2,2,253,1,17,324,1
364,"Entire home/apt",42.3435188584152,-71.0982787721505,2,2,2,336,1,4,352,0
1,"Entire home/apt",42.3810140357383,-71.0306457143243,1,1,1,47,2,55,3,37
3,"Entire home/apt",42.3199884306117,-71.0418097028375,1,1,2,107,8,61,278,24
2,"Private room",42.3143440392242,-71.0735015962978,1,1,1,301,8,61,307,116
7,"Private room",42.3363378133785,-71.0780567581943,1,1,1,316,14,73,15,4
4,"Entire home/apt",42.3414007385863,-71.084223372342,1,2,2,67,1,113,62,79
630,"Entire home/apt",42.3573530321932,-71.0532572377487,2,2,2,152,45,20,78,41
364,"Entire home/apt",42.3522758927167,-71.0636226097219,2,2,2,336,1,4,362,0
1,"Entire home/apt",42.3371682495123,-71.0514004058375,1,1,1,78,34,55,157,11
2,"Entire home/apt",42.2906784652721,-71.1529312403407,1,2,2,15,8,66,66,26
1,"Entire home/apt",42.3179974201608,-71.0402058772627,1,1,1,8,1,4,0,1
9,"Entire home/apt",42.366101969767,-71.0519208084796,1,2,2,107,38,104,249,71
1,"Entire home/apt",42.349407317124,-71.0844331658765,1.5,2,2,147,1,101,0,0
1,"Private room",42.3528056450171,-71.1239813572683,1,1,2,301,1,1,0,0
4,"Private room",42.3899066937026,-71.0015480343858,1,1,1,271,1,67,314,0
1,"Entire home/apt",42.3237086512363,-71.1069734966744,1,3,3,58,2,67,1,7
2,"Private room",42.2825350528862,-71.0862568309707,1.5,1,1,295,58,35,248,20
1,"Entire home/apt",42.3424465108542,-71.0870593696279,1,1,1,88,49,67,66,130
1,"Entire home/apt",42.3564890515727,-71.0707678763417,1,0,1,110,45,89,0,16
1,"Entire home/apt",42.3584150848889,-71.0689142220948,1,1,1,181,1,1,0,4
4,"Entire home/apt",42.3598004189945,-71.0690139103878,1,1,1,107,2,113,325,49
2,"Private room",42.2911071800329,-71.1313384637474,1.5,1,1,342,2,35,118,38
1,"Entire home/apt",42.3371211817145,-71.0756711168513,2,2,3,107,15,97,294,20
4,"Entire home/apt",42.3414449942222,-71.080511439692,2,2,2,272,49,4,336,53
982,"Entire home/apt",42.3492548612753,-71.0488156193035,1,1,1,42,2,4,360,0
1,"Private room",42.3759454179414,-71.0386623068394,1,1,1,8,2,61,152,3
60,"Entire home/apt",42.3643670987642,-71.0547054438652,1,3,3,46,34,113,41,42
505,"Entire home/apt",42.3451910084444,-71.0793937393175,2,2,3,253,1,17,317,30
1,"Private room",42.3416300554855,-71.0738863309899,1,1,1,41,1,85,137,95
58,"Entire home/apt",42.3659673134497,-71.0595350162415,1,1,1,152,1,56,89,3
364,"Entire home/apt",42.3438020737734,-71.0977310375645,1,1,1,293,1,4,356,0
1,"Entire home/apt",42.349489849578,-71.0893565471182,1,1,1,145,24,89,140,13
1,"Entire home/apt",42.3318618794502,-71.1121770158838,1,2,3,147,49,1,363,1
2,"Private room",42.3162342033597,-71.1096707466726,1.5,1,1,271,8,61,82,5
85,"Entire home/apt",42.3609923163103,-71.0644434563225,1,0,1,110,2,89,138,3
1,"Entire home/apt",42.3603130541801,-71.0665906653545,1,1,2,93,1,18,0,0
1,"Entire home/apt",42.3776780652875,-71.0648002867277,1,0,2,83,49,61,314,51
1,"Private room",42.3601202539561,-71.1294507154187,1,1,1,301,1,1,47,25
982,"Entire home/apt",42.329779373158,-71.1126925783356,1,0,1,32,2,4,87,0
1,"Private room",42.3344854367717,-71.0749531034305,1,1,1,72,1,74,12,23
1,"Entire home/apt",42.3352858278084,-71.0352581053297,1,1,2,110,1,1,0,0
1,"Private room",42.3385884860479,-71.1603188432542,1,1,1,321,1,1,46,1
14,"Private room",42.3563099345544,-71.1583061387723,2,1,1,296,8,67,164,7
24,"Private room",42.3032732877022,-71.0720368672469,1,1,1,217,49,82,272,8
1,"Entire home/apt",42.3297775017093,-71.0532077572564,1.5,2,3,147,1,1,17,0
982,"Entire home/apt",42.3509297039733,-71.0597719555462,2,2,2,86,1,4,360,1
1,"Private room",42.3377710999565,-71.0809010074712,1,1,1,339,1,1,292,155
2,"Entire home/apt",42.3400715027901,-71.0748170808139,1,2,2,93,2,104,21,4
339,"Entire home/apt",42.3303432326347,-71.1121101632664,1,0,2,115,1,4,86,1
339,"Entire home/apt",42.3432217569732,-71.1000791621153,1,1,2,152,1,4,171,1
1,"Private room",42.3766729368353,-71.0600883564876,1,0,1,2,1,1,0,0
7,"Private room",42.3202508841092,-71.0557305569682,1,1,1,1,14,70,356,2
24,"Private room",42.2907292532458,-71.0645635998326,1,1,1,310,49,82,278,0
3,"Private room",42.3276648072179,-71.0989630630579,1,1,1,348,1,55,143,50
1,"Entire home/apt",42.3685309723965,-71.0536260493796,1,1,2,32,24,82,203,253
1,"Entire home/apt",42.3305208613292,-71.046664512201,1,1,2,56,1,61,0,1
16,"Entire home/apt",42.3549054413982,-71.1395030908814,1,0,2,52,2,85,327,29
1,"Private room",42.3323908209481,-71.0958279785297,2.5,1,1,258,1,61,0,2
1,"Private room",42.3456918722432,-71.0685767886362,1,1,1,37,2,94,0,3
1,"Private room",42.3534007935662,-71.1664459799997,1,1,1,286,1,1,0,0
1,"Entire home/apt",42.364929615236,-71.0564506481079,1,2,2,127,1,61,0,3
982,"Entire home/apt",42.3448885878229,-71.100314526811,1,1,1,36,1,4,360,0
1,"Entire home/apt",42.3461861867641,-71.136654938228,1,1,2,27,1,1,68,15
1,"Entire home/apt",42.3137919625805,-71.1033874115732,1,1,1,82,1,24,157,0
9,"Private room",42.3534388772255,-71.1688114906641,1,1,1,286,1,3,313,20
1,"Entire home/apt",42.3657399961325,-71.0554150719425,1,1,1,289,27,61,0,0
982,"Entire home/apt",42.3444418369449,-71.1019100840385,2,2,2,92,1,4,360,0
2,"Private room",42.3819485461492,-71.0143815849323,1,1,1,8,1,1,145,36
1,"Entire home/apt",42.3382586570012,-71.0802055792462,1,1,3,163,34,97,333,61
364,"Entire home/apt",42.3633471656707,-71.06900535441,1,1,1,52,2,4,360,0
2,"Private room",42.3684771487169,-71.0376347137888,1,1,1,326,1,1,307,9
3,"Private room",42.3322005697592,-71.1017233104607,1,2,4,67,34,61,246,20
3,"Entire home/apt",42.3443500882597,-71.0636203434218,2,2,3,218,27,117,2,106
2,"Private room",42.3606833658646,-71.1330420262942,1,1,2,47,1,51,132,7
9,"Entire home/apt",42.3848798163103,-71.0770107092893,4,5,6,270,49,62,170,12
3,"Entire home/apt",42.3440320608932,-71.0740800498841,2.5,2,2,327,49,1,119,4
1,"Private room",42.2855388241059,-71.0667033305331,1,1,1,347,49,77,151,6
1,"Entire home/apt",42.3517520501895,-71.0870474865499,1,0,1,12,1,1,0,0
4,"Private room",42.3884834966119,-71.0021227970042,1,1,1,271,1,67,60,1
10,"Entire home/apt",42.364672801267,-71.0557561798364,1,2,4,110,49,32,338,50
1,"Entire home/apt",42.3432146879702,-71.101006733526,1,1,3,98,1,1,0,1
1,"Entire home/apt",42.365384538316,-71.0309350742808,2,3,3,218,49,4,0,1
3,"Entire home/apt",42.3159227097216,-71.0995796286975,1,2,2,67,24,88,159,138
2,"Entire home/apt",42.3432636104819,-71.0716653026334,5,4,4,108,1,1,51,0
9,"Entire home/apt",42.3666581626712,-71.0519284967671,1,2,4,36,49,113,294,109
58,"Entire home/apt",42.3502596720027,-71.0847182776802,1,1,1,87,1,1,336,2
1,"Private room",42.3217196666687,-71.1034588169287,1,1,1,310,1,1,139,130
3,"Entire home/apt",42.3496319283687,-71.0831189425073,1,1,1,188,8,82,0,6
1,"Entire home/apt",42.34634061888,-71.0900511112506,1,1,1,107,1,82,0,16
4,"Entire home/apt",42.3296196880716,-71.0936524892204,2,4,4,214,8,24,312,9
1,"Entire home/apt",42.3431078788438,-71.143466091471,1,1,1,72,1,1,97,0
339,"Entire home/apt",42.3514156872319,-71.0458452002525,2,3,4,275,1,4,10,7
1,"Entire home/apt",42.2916079525867,-71.0613478391455,1,2,3,51,24,67,1,13
1,"Private room",42.3592823624891,-71.0666466657456,1,1,1,8,2,61,3,8
2,"Entire home/apt",42.3351696115943,-71.0545487378627,1,1,1,57,1,67,209,95
9,"Entire home/apt",42.3576945335809,-71.1286954681882,2.5,4,6,210,1,56,358,11
2,"Private room",42.3599615018353,-71.064102862322,1,1,1,347,2,67,131,7
364,"Entire home/apt",42.3512385346049,-71.045755429691,1,1,1,293,1,4,77,0
339,"Entire home/apt",42.3484847911714,-71.061171150432,2,2,3,193,1,4,177,0
85,"Entire home/apt",42.3436418713118,-71.076903971868,1,2,2,218,2,108,154,15
9,"Private room",42.3585713119841,-71.1298336678417,2,1,1,319,8,67,315,67
40,"Private room",42.3580809504052,-71.0527920641315,1,1,1,141,1,1,364,0
11,"Entire home/apt",42.3635198725567,-71.0507539178868,1,0,1,339,1,4,364,2
49,"Entire home/apt",42.3434405793145,-71.0773751220314,1,1,1,103,1,61,17,10
85,"Entire home/apt",42.3609311238444,-71.0639760275067,1,0,1,110,2,89,165,32
1,"Private room",42.3369076174575,-71.0774773031623,1,1,1,355,27,67,130,156
4,"Entire home/apt",42.3381795920964,-71.064629455036,1,1,1,119,49,101,337,32
1,"Entire home/apt",42.3408791011512,-71.0782690698366,1,1,1,181,2,61,298,2
2,"Private room",42.2669281933582,-71.1024203083221,1.5,1,1,271,49,1,80,12
60,"Entire home/apt",42.3657808801393,-71.0567099771416,2,3,3,76,34,113,46,6
1,"Shared room",42.3510660774778,-71.0803161863163,1,1,1,110,24,82,0,2
1,"Private room",42.343820063914,-71.0825048851996,1.5,1,1,356,1,67,0,1
1,"Entire home/apt",42.3636150341863,-71.0537551209133,1,1,2,135,1,1,0,1
3,"Entire home/apt",42.3528150333299,-71.0637127004574,2,2,2,302,49,36,0,0
505,"Entire home/apt",42.3637919892896,-71.0640090892535,2,3,4,253,1,17,284,8
2,"Entire home/apt",42.3500949025317,-71.1023142642666,1,1,2,342,1,77,50,43
85,"Entire home/apt",42.3452964764114,-71.0774881773436,1,0,1,110,2,89,167,24
1,"Private room",42.3276273643501,-71.1050655065866,1,1,2,25,49,1,0,0
85,"Entire home/apt",42.3440730380335,-71.0753281118566,1,0,1,110,1,89,166,8
26,"Entire home/apt",42.3400015177479,-71.0812989542369,1,1,2,74,49,9,294,45
2,"Entire home/apt",42.3602158693832,-71.0674381374703,1,2,2,163,27,82,35,0
9,"Entire home/apt",42.3571216331634,-71.0678915369455,1,1,1,45,2,9,11,20
